中文(zh),韩文(ko),英文(en),出现次数,示例代码组,关联代码组数
,"SakaiC<0.08%, V:1.20이하",,1,MLD_FLUX_CD,1
,"SakaiC<0.08%, V:1.31~,(열간재사용T/D용)",,1,MLD_FLUX_CD,1
,Sakai고내후성강,,1,MLD_FLUX_CD,1
,Sakai전기강판,,1,MLD_FLUX_CD,1
,Segment교환,,1,EQUIP_STOP_CD,1
,"Shinagawa, 일본0.01% ≤C ≤0.07%, V:1.31~",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본0.01% ≤C ≤0.07%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본0.01% ≤C ≤0.07%, V:1.71~",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본0.01% ≤C ≤0.07%, V:전주속",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본0.08% ≤C ≤0.16%, V:1.31~",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본0.08% ≤C ≤0.16%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본0.08% ≤C ≤0.29%, V:전주속",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본0.17% ≤C ≤0.29%, V:1.31~",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본0.17% ≤C ≤0.29%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본0.8% ≤C ≤0.15%, V:1.71~",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본Billet, C:0.30%이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본Billet, C>0.30%",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본Bloom, C:0.20%이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본Bloom, C>0.20%",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본Bloom, 용접봉용강",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C:0.01~0.07%,V:1.21~1.50",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C:0.01~0.07%,V:1.51~1.75 , C:0.18~0.69%",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C:0.01~0.07%,V:1.76이상",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C:0.08~0.17%,V:1.20이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C:0.08~0.17%,V:1.21~1.50",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C:0.08~0.17%,V>1.51",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C:0.70%이상",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C<0.01%, V:1.21~1.50",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C<0.01%, V:1.31~",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C<0.01%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C<0.01%, V:1.51~1.75",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C<0.01%, V:1.76이상",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C<0.01%, V:전주속",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C<0.08%, V:1.20이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본C<0.08%, V:1.31~,(열간재사용T/D용)",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본고내후성강",,1,MLD_FLUX_CD,1
,"Shinagawa, 일본전기강판",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.01% ≤C ≤0.07%, V:1.31~",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.01% ≤C ≤0.07%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.01% ≤C ≤0.07%, V:1.71~",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.01% ≤C ≤0.07%, V:전주속",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.08% ≤C ≤0.16%, V:1.31~",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.08% ≤C ≤0.16%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.08% ≤C ≤0.29%, V:전주속",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.17% ≤C ≤0.29%, V:1.31~",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.17% ≤C ≤0.29%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국0.8% ≤C ≤0.15%, V:1.71~",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국Billet, C:0.30%이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국Billet, C>0.30%",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국Bloom, C:0.20%이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국Bloom, C>0.20%",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국Bloom, 용접봉용강",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C:0.01~0.07%,V:1.21~1.50",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C:0.01~0.07%,V:1.51~1.75 , C:0.18~0.69%",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C:0.01~0.07%,V:1.76이상",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C:0.08~0.17%,V:1.20이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C:0.08~0.17%,V:1.21~1.50",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C:0.08~0.17%,V>1.51",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C:0.70%이상",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C<0.01%, V:1.21~1.50",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C<0.01%, V:1.31~",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C<0.01%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C<0.01%, V:1.51~1.75",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C<0.01%, V:1.76이상",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C<0.01%, V:전주속",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C<0.08%, V:1.20이하",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국C<0.08%, V:1.31~,(열간재사용T/D용)",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국고내후성강",,1,MLD_FLUX_CD,1
,"Shinagawa, 중국전기강판",,1,MLD_FLUX_CD,1
,SiO2계 + Cr2O3계의 혼합사용,Mixed use(SiO2+Cr2O3),1,LD_FILLER_TY,1
,SiO2계 Filler,SiO2 Filler,1,LD_FILLER_TY,1
,Size불량,,1,RESMP_GTH_CAU_TY,1
,Slab반송,,1,SLAB_CHARG_PROG_TY,1
,Slag Pot 대기,,1,EQUIP_STOP_CD,1
,Slag 비잔류,Empty Slag,1,COAT_METHOD,1
,Slag 혼입 : 영차배재처리 요구(Ladle 내부에 Slag 혼입),Slag Mixing,1,TLC_STS,1
,Slag배재,De-Slag,1,PROC_PTRN,1
,Sleeve 미삽입,,1,SLEEVE_YN,1
,Sleeve 삽입,,1,SLEEVE_YN,1
,Slide Gate System 이상,Slide Gate System Abnor.,1,BO_OCC_REASON_CD,1
,Slide Gate System 이상,Slide Gate System Abnormal,1,RTN_CAU_CD,1
,Slide Gate 개폐불량,,1,BO_OCC_REASON_CD,1
,Slide Gate 개폐불량,Slide Gate Open Abnormal,1,RTN_CAU_CD,1
,Slopping발생 대,Slopping,1,OPER_ABNR_REASON_CD,1
,SpringBack시험,,1,PROD_GRP_MECH_KND,1
,"Steckel정정(Steckel 剪切,火焰切割,UST)",,1,PROC_CD,1
,"Stolberg-Samil0.01% ≤C ≤0.07%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Stolberg-Samil0.01% ≤C ≤0.07%, V:전주속",,1,MLD_FLUX_CD,1
,"Stolberg-Samil0.08% ≤C ≤0.16%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Stolberg-Samil0.08% ≤C ≤0.29%, V:전주속",,1,MLD_FLUX_CD,1
,"Stolberg-Samil0.17% ≤C ≤0.29%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Stolberg-SamilBillet, C:0.30%이하",,1,MLD_FLUX_CD,1
,"Stolberg-SamilBloom, C:0.20%이하",,1,MLD_FLUX_CD,1
,"Stolberg-SamilBloom, 용접봉용강",,1,MLD_FLUX_CD,1
,"Stolberg-SamilC:0.01~0.07%,V:1.76이상",,1,MLD_FLUX_CD,1
,"Stolberg-SamilC:0.08~0.17%,V:1.20이하",,1,MLD_FLUX_CD,1
,Stolberg-SamilC:0.70%이상,,1,MLD_FLUX_CD,1
,"Stolberg-SamilC<0.01%, V:1.3이하",,1,MLD_FLUX_CD,1
,"Stolberg-SamilC<0.01%, V:1.76이상",,1,MLD_FLUX_CD,1
,"Stolberg-SamilC<0.01%, V:전주속",,1,MLD_FLUX_CD,1
,"Stolberg-SamilC<0.08%, V:1.20이하",,1,MLD_FLUX_CD,1
,"Stolberg-SamilC<0.08%, V:1.31~,(열간재사용T/D용)",,1,MLD_FLUX_CD,1
,Stolberg-Samil고내후성강,,1,MLD_FLUX_CD,1
,Stolberg-Samil전기강판,,1,MLD_FLUX_CD,1
,T/D~SEN간 용강유출,,2,BO_OCC_REASON_CD,2
,TCM 이상,TCM Abnor.,1,BO_OCC_REASON_CD,1
,TD연결전 마지막,Tundish exchange before(first slab),1,SLAB_CUT_POSIT_CD,1
,TD연결후 처음,Tundish exchange after(last slab) Continuous Casting(first slab),1,SLAB_CUT_POSIT_CD,1
,TUNDISH CAR 이상,T/D Car Abnor.,1,BO_OCC_REASON_CD,1
,TUNDISH 주조말기  온도 하락,,1,BO_OCC_REASON_CD,1
,Trimming요구재,Trimming Required,1,RTN_CAU_CD,1
,UST Extra 가격 적용항목,UST Extra price apply item,1,RXTRA_PRICE_ITEM,1
,UST(Off-Line)개시 UST(Off-Line)开始,Offline UST Start,1,PLT_OPER_TRK_CD,1
,UST(Off-Line)작업대기 UST(Off-Line)等待作业,Offline UST Wait,1,PLT_OPER_TRK_CD,1
,UST(Off-Line)종료 UST(Off-Line)结束,Offline UST Finish,1,PLT_OPER_TRK_CD,1
,UTILITY 점검조정,,1,EQUIP_STOP_CD,1
,Utility계통,,1,EQUIP_STOP_CD,1
,VTD 대기,,1,EQUIP_STOP_CD,1
,"VTD합리화, 수리, 휴지등의 영향으로 대기",,1,EQUIP_STOP_CD,1
,Vessel 지금용해,Vessel Skull melt,1,OB_EXEC_PURPOSE,1
,WAVE 엄격재,,1,QLT_MSG_CD,1
,WAVE 정밀검사,,1,QLT_MSG_CD,1
,"X :CPU Mode(자동)로 2차냉각수량 제어,Y:CPU모드","1:CPU Mode(Auto)-control water flow,Y:CPU Mode",1,COOLING_PTRN,1
,"X :CPU Mode(자동)로 2차냉각수량 제어,Y:수동","1:CPU Mode(Auto)-control water flow,Y:Manaual",1,COOLING_PTRN,1
,"X PLC,Y:수동","1: PLC,Y:Manual",1,COOLING_PTRN,1
,"X 수동,Y:CPU모드","1:Manual,Y:CPU Mode",2,COOLING_PTRN,1
,"X 수동,Y:PLC","1:Manual,Y:PLC",1,COOLING_PTRN,1
,"X 수동,Y:수동","1:Manual,Y:Manaul",1,COOLING_PTRN,1
,"X:CPU Mode(자동)로 2차냉각수량 제어,Y:PLC","1:CPU Mode(Auto)-control water flow,Y:PLC",1,COOLING_PTRN,1
,Z방향인장시험,,1,PROD_GRP_MECH_KND,1
,apered 주편,Taper Slab,1,SLAB_CUT_POSIT_CD,1
,ladle SLAG LINE이상,Ladle SLAG LINE Abnormal,1,LD_STS,1
,"min1≤평균치,min2≤개개치",E,1,MECH_JDG_STD_TP,1
,min≤3개 측정 개개치 모두 만족≤max,C,1,MECH_JDG_STD_TP,1
,否(지정 않함),,1,CUST_SMP_LOT_FL,1
,无指定(무지정),,1,UST_STD_CD,1
,每批一张(매Plate당1개),,1,CUST_SMP_LOT_FL,1
,每炉一张(매Heat당1개),,1,CUST_SMP_LOT_FL,1
,가동계획,Operation Plan,1,OPER_STD_TY,1
,가동시간,Operation Time,1,OPER_STD_TY,1
,가동율(%),Operation Rate(%),1,OPER_STD_TY,1
,가열로 재로시간 상한준수,,1,QLT_MSG_CD,1
,가열로 추출온도 준수,,1,QLT_MSG_CD,1
,가열로장입加热炉装炉,Heating Furnance Charge,1,PLT_OPER_TRK_CD,1
,가열로추출加热炉出炉,Heating Furnance Discharge,1,PLT_OPER_TRK_CD,1
,강종변경,Steel Grade Change,1,OB_EXEC_PURPOSE,1
,강종변경,Steel grade changes,1,UNPLAN_PROC_CD,1
,개공불능,Inability openings,1,LD_OPEN_TY,1
,개공불량,Abnormal Ladle Open,1,RTN_CAU_CD,1
,건조중,Drying,1,LD_RPR_STS,1
,검토대상,,1,SMP_ABNR_ACTION_TY,1
,결함평점1,,1,DEF_GRD,1
,결함평점2,,1,DEF_GRD,1
,결함평점3,,1,DEF_GRD,1
,결함평점4,,1,DEF_GRD,1
,결함평점5,,1,DEF_GRD,1
,결함평점6,,1,DEF_GRD,1
,결함평점7,,1,DEF_GRD,1
,결함평점8,,1,DEF_GRD,1
,결함평점9,,1,DEF_GRD,1
,겹침,,1,RTN_CAU_CD,1
,경도미달,Below Hardness,1,ROLL_DISCARD_RSN_TY,1
,경도시험,,1,PROD_GRP_MECH_KND,1
,경동이상,,1,TLC_AB_TY,1
,경동이상  : 철도 (경동 불량),Abnornal Tilting,1,TLC_STS,1
,경처리 and Powder Injection and Oxygeon Blowing 미실시,,1,RH_PROC_PTRN,1
,경처리 and Powder Injection and Oxygeon Blowing 실시,,1,RH_PROC_PTRN,1
,경처리 and Wire Feeding and Oxygeon Blowing 미실시,,1,RH_PROC_PTRN,1
,경처리 and Wire Feeding and Oxygeon Blowing 실시,,1,RH_PROC_PTRN,1
,경처리 and 처리미지정(SPACE) and Oxygeon Blowing 미실시,,1,RH_PROC_PTRN,1
,경처리 and 처리미지정(SPACE) and Oxygeon Blowing 실시,,1,RH_PROC_PTRN,1
,경화능시험,,1,PROD_GRP_MECH_KND,1
,계장계통 점검 및 부품교체,,1,EQUIP_STOP_CD,1
,계장설비 기타장애,,1,EQUIP_STOP_CD,1
,계획능력,,1,CAPA_FL,1
,계획용-구매반제품,Purchase Semifinished Goods for Planning,1,ITEM_TY,1
,계획용-구매판매품,Purchase Finished Goods for Planning,1,ITEM_TY,1
,계획용-반제품,Semifinished Goods for Planning,1,ITEM_TY,1
,계획용-판매품,Finished Goods for Planning,1,ITEM_TY,1
,계획잔탕(미니밀),Planned Remain,1,RTN_CAU_CD,1
,계획휴지(소재수금조정),Planned Down Time,1,OPER_STD_TY,1
,고객사 인수보류,,1,PROD_HOLD_FL,1
,고객사신용불량,,1,PROD_HOLD_FL,1
,고객자취,,1,QCERT_DELV_CD,1
,고급표면,,1,SURF_GRD,1
,고로,Blast Furnace,1,ROUTING_CD,1
,고로 반제품,,1,WIP_INV_CD,1
,고로 부산물,,1,WIP_INV_CD,1
,고로용선대기,,1,EQUIP_STOP_CD,1
,고온인장시험,,1,PROD_GRP_MECH_KND,1
,고장,,1,KR_EQP_STATUS,1
,고철지연대기,,1,EQUIP_STOP_CD,1
,고탄소 공구강 취련,,1,BLW_PTRN,1
,고표면,,1,HIGH_SURF_FL,1
,공 Ladle,Empty TLC,1,TLC_STS_TY,1
,공장 정전사고,,1,EQUIP_STOP_CD,1
,공장내 Utillity이상,,1,EQUIP_STOP_CD,1
,공장외 Utillity이상,,1,EQUIP_STOP_CD,1
,공정 입측 컨베어,Supplier,2,YD_BED_TY,2
,공정 출측 컨베어,Extract,1,YD_EQUIP_TY,1
,공정 출측 컨베어,Extractor,1,YD_BED_TY,1
,공정Buffer,Process Buffer,1,UNPLAN_PROC_CD,1
,공정TNB,Process TNB,1,RE_BLW_REASON_TY,1
,공정냉각,,1,OPER_ABNR_REASON_CD,1
,공정팀 요구시,,1,RTN_CAU_CD,1
,공차 하한 상한을 직접입력,,2,ORD_LTH_TOL_CD,2
,구매반제품,Purchase Semifinished Goods,1,ITEM_TY,1
,구매재입고,,1,ERP_REPORT_TY,1
,구매판매품,Purchase Goods,1,ITEM_TY,1
,굴곡시험,,1,PROD_GRP_MECH_KND,1
,권취불량,Abnormal Pickup,1,RTN_CAU_CD,1
,규정치1≤3개 시편 평균치；규정치2≤2면 각 1개 시편치 총합；규정치3≤단면 1개 시편치。,D,1,MECH_JDG_STD_TP,1
,긁힘,,1,RTN_CAU_CD,1
,금상현미조직시험,,1,PROD_GRP_MECH_KND,1
,급냉추출(急冷出炉),Plate is discharged out of quench,1,HTM_CH_DISCH_FL,1
,급지계통  이상,,1,BO_OCC_REASON_CD,1
,기계 + 전기수리,Mechanical+Electronic Repair,1,LD_RPR_RSN_CD,1
,기계설비 점검 및 부품교체,,1,EQUIP_STOP_CD,1
,기계설비기타장애,,1,EQUIP_STOP_CD,1
,기계수리,Mechanical Repair,1,LD_RPR_RSN_CD,1
,기공발생,Air in the Roll,1,ROLL_DISCARD_RSN_TY,1
,기타,Etc,2,LD_FILLER_TY,2
,기타,Etc.,1,OB_EXEC_PURPOSE,1
,기타,Misc.,1,RTN_CAU_CD,1
,기타  S/N 관계,Etc S/N Related,1,BO_OCC_REASON_CD,1
,기타  S/N 관계,Etc.(Related S/N),1,RTN_CAU_CD,1
,기타  STOPPER 관계,Etc STOPPER Related,1,BO_OCC_REASON_CD,1
,기타  STOPPER 관계,Etc.(Related Stopper),1,RTN_CAU_CD,1
,기타  설비이상,Etc Equip. Abnor.,1,BO_OCC_REASON_CD,1
,기타  온도관계,Etc Temp. Related,1,BO_OCC_REASON_CD,1
,기타  침지노즐  관계,,1,RTN_CAU_CD,1
,기타 공정대기,,1,EQUIP_STOP_CD,1
,기타 미니밀 설비이상,Etc.(Related Mini-Mill),1,RTN_CAU_CD,1
,기타 침지노즐  관계,Misc. SN Related,1,BO_OCC_REASON_CD,1
,기타(Billet),Etc.(Billet),1,RTN_CAU_CD,1
,기타(연주요인）,Etc(C.Cast）,1,BO_OCC_REASON_CD,1
,기타(제강요인),Etc.(SMS),1,RTN_CAU_CD,1
,기타(제강요인）,Etc(SMS）,1,BO_OCC_REASON_CD,1
,기타/S+T/Test,Etc/S+T/Test,1,MLD_COAT_METHOD,1
,기타/S+T/일반(공정),Etc/S+T/Normal(Proc),1,MLD_COAT_METHOD,1
,기타/Shot Blasting 처리/Test,Etc/Shot Blasting Processing/Test,1,MLD_COAT_METHOD,1
,기타/Shot Blasting 처리/일반(공정),Etc/Shot Blasting Processing/Normal(Proc),1,MLD_COAT_METHOD,1
,기타/기타/Test,Etc/Etc/Test,1,MLD_COAT_METHOD,1
,기타/기타/일반(공정),Etc/Etc/Normal(Proc),1,MLD_COAT_METHOD,1
,기타/일반/Test,Etc/Normal/Test,1,MLD_COAT_METHOD,1
,기타/일반/일반(공정),Etc/Normal/Normal(Proc),1,MLD_COAT_METHOD,1
,"기타0.01% ≤C ≤0.07%, V:1.31~",,1,MLD_FLUX_CD,1
,"기타0.01% ≤C ≤0.07%, V:1.3이하",,1,MLD_FLUX_CD,1
,"기타0.01% ≤C ≤0.07%, V:1.71~",,1,MLD_FLUX_CD,1
,"기타0.01% ≤C ≤0.07%, V:전주속",,1,MLD_FLUX_CD,1
,"기타0.08% ≤C ≤0.16%, V:1.31~",,1,MLD_FLUX_CD,1
,"기타0.08% ≤C ≤0.16%, V:1.3이하",,1,MLD_FLUX_CD,1
,"기타0.08% ≤C ≤0.29%, V:전주속",,1,MLD_FLUX_CD,1
,"기타0.17% ≤C ≤0.29%, V:1.31~",,1,MLD_FLUX_CD,1
,"기타0.17% ≤C ≤0.29%, V:1.3이하",,1,MLD_FLUX_CD,1
,"기타0.8% ≤C ≤0.15%, V:1.71~",,1,MLD_FLUX_CD,1
,"기타Billet, C:0.30%이하",,1,MLD_FLUX_CD,1
,"기타Billet, C>0.30%",,1,MLD_FLUX_CD,1
,"기타Bloom, C:0.20%이하",,1,MLD_FLUX_CD,1
,"기타Bloom, C>0.20%",,1,MLD_FLUX_CD,1
,"기타Bloom, 용접봉용강",,1,MLD_FLUX_CD,1
,"기타C:0.01~0.07%,V:1.21~1.50",,1,MLD_FLUX_CD,1
,"기타C:0.01~0.07%,V:1.51~1.75 , C:0.18~0.69%",,1,MLD_FLUX_CD,1
,"기타C:0.01~0.07%,V:1.76이상",,1,MLD_FLUX_CD,1
,"기타C:0.08~0.17%,V:1.20이하",,1,MLD_FLUX_CD,1
,"기타C:0.08~0.17%,V:1.21~1.50",,1,MLD_FLUX_CD,1
,"기타C:0.08~0.17%,V>1.51",,1,MLD_FLUX_CD,1
,기타C:0.70%이상,,1,MLD_FLUX_CD,1
,"기타C<0.01%, V:1.21~1.50",,1,MLD_FLUX_CD,1
,"기타C<0.01%, V:1.31~",,1,MLD_FLUX_CD,1
,"기타C<0.01%, V:1.3이하",,1,MLD_FLUX_CD,1
,"기타C<0.01%, V:1.51~1.75",,1,MLD_FLUX_CD,1
,"기타C<0.01%, V:1.76이상",,1,MLD_FLUX_CD,1
,"기타C<0.01%, V:전주속",,1,MLD_FLUX_CD,1
,"기타C<0.08%, V:1.20이하",,1,MLD_FLUX_CD,1
,"기타C<0.08%, V:1.31~,(열간재사용T/D용)",,1,MLD_FLUX_CD,1
,기타Etc,,1,PROD_TOT_UNJDG_CAU_TY,1
,기타고내후성강,,1,MLD_FLUX_CD,1
,기타수리,Etc Repair,1,LD_RPR_RSN_CD,1
,기타수리,Other Shutdown,1,OPER_STD_TY,1
,기타연주설비이상,Etc.(CC Abnormal),1,RTN_CAU_CD,1
,기타전기강판,,1,MLD_FLUX_CD,1
,기타처리(단순BB) and Powder Injection and Bottom BB Only,Misc. Proc.(Simple BB) and Powder Injection and Bottom BB Only,1,LF_PROC_PTRN,1
,기타처리(단순BB) and Powder Injection and Oxygeon Blowing 미실시,,1,RH_PROC_PTRN,1
,기타처리(단순BB) and Powder Injection and Oxygeon Blowing 실시,,1,RH_PROC_PTRN,1
,기타처리(단순BB) and Powder Injection and Top + Bottom BB,Misc. Proc.(Simple BB) and Powder Injection and Top + Bottom BB,1,LF_PROC_PTRN,1
,기타처리(단순BB) and Powder Injection and Top BB Only,Misc. Proc.(Simple BB) and Powder Injection and Top BB Only,1,LF_PROC_PTRN,1
,기타처리(단순BB) and Wire Feeding and Bottom BB Only,Misc. Proc.(Simple BB) and Wire Feeding and Bottom BB Only,1,LF_PROC_PTRN,1
,기타처리(단순BB) and Wire Feeding and Oxygeon Blowing 미실시,,1,RH_PROC_PTRN,1
,기타처리(단순BB) and Wire Feeding and Oxygeon Blowing 실시,,1,RH_PROC_PTRN,1
,기타처리(단순BB) and Wire Feeding and Top + Bottom BB,Misc. Proc.(Simple BB) and Wire Feeding and Top + Bottom BB,1,LF_PROC_PTRN,1
,기타처리(단순BB) and Wire Feeding and Top BB Only,Misc. Proc.(Simple BB) and Wire Feeding and Top BB Only,1,LF_PROC_PTRN,1
,기타처리(단순BB) and 처리미지정(SPACE) and Bottom BB Only,Misc. Proc.(Simple BB) and Process not define(SPACE) and Bottom BB Only,1,LF_PROC_PTRN,1
,기타처리(단순BB) and 처리미지정(SPACE) and Oxygeon Blowing 미실시,,1,RH_PROC_PTRN,1
,기타처리(단순BB) and 처리미지정(SPACE) and Oxygeon Blowing 실시,,1,RH_PROC_PTRN,1
,기타처리(단순BB) and 처리미지정(SPACE) and Top + Bottom BB,Misc. Proc.(Simple BB) and Process not define(SPACE) and Top + Bottom BB,1,LF_PROC_PTRN,1
,기타처리(단순BB) and 처리미지정(SPACE) and Top BB Only,Misc. Proc.(Simple BB) and Process not define(SPACE) and Top BB Only,1,LF_PROC_PTRN,1
,길이 Extra 가격 적용항목,Length Extra price apply item,1,RXTRA_PRICE_ITEM,1
,길이부족,Shortage Length,1,RTN_CAU_CD,1
,길이불량,Abnormal Length,1,RTN_CAU_CD,1
,날판,,1,MTRL_SHP_TP,1
,남방향불출 형태,,1,IR_YRD_PILE_SHP_TY,1
,납기지연,,1,DELV_DELEY_TY,1
,납지지연예정,,1,DELV_DELEY_TY,1
,내부지금 : TCC + 공차 후배재처리(Ladle 내부에 지금 부착),Inner Slag,1,TLC_STS,1
,내수,,1,ORD_RCPT_TY,1
,내화물교체,,1,EQUIP_STOP_CD,1
,내화물수리,Refractory Repair,1,LD_RPR_RSN_CD,1
,냉ladle,Cold Ladle,1,LD_STS,1
,냉각 HOSE 탈락,,1,BO_OCC_REASON_CD,1
,냉각개시冷却开始,Cooling Bed Start,1,PLT_OPER_TRK_CD,1
,냉각종료冷却结束,Cooling Bed Finish,1,PLT_OPER_TRK_CD,1
,냉각중,In Cooling,1,LD_RPR_STS,1
,냉각힘,,1,RTN_CAU_CD,1
,냉권재,,1,RTN_CAU_CD,1
,냉연 부산물 창고,,1,WIP_INV_CD,1
,냉연 소재 창고,,1,WIP_INV_CD,1
,냉연권치,RCL,1,ROUTING_CD,1
,냉연도금,,1,FAC_PROC_CD,1
,냉연도금제품,,1,CAPA_PROC_CD,1
,냉연생산지연,,1,DELV_DELEY_CAU_CD,1
,냉연소둔,,1,FAC_PROC_CD,1
,냉연소둔1Line,,1,FAC_PROC_CD,1
,냉연소둔2Line,,1,FAC_PROC_CD,1
,냉연소둔제품,,1,CAPA_PROC_CD,1
,냉연압연,,1,FAC_PROC_CD,1
,냉연정정,,1,FAC_PROC_CD,1
,냉연정정1Line,,1,FAC_PROC_CD,1
,냉연정정2Line,,1,FAC_PROC_CD,1
,냉연정정3Line,,1,FAC_PROC_CD,1
,네크절손,Neak breakdown,1,ROLL_DISCARD_RSN_TY,1
,노구지금제거,,1,EQUIP_STOP_CD,1
,노벽보수,,1,EQUIP_STOP_CD,1
,노외설비계장,,1,EQUIP_STOP_CD,1
,노외설비기계,,2,EQUIP_STOP_CD,1
,노외설비전기,,1,EQUIP_STOP_CD,1
,노즐막힘방지,Prevent nozzle clogging,1,UNPLAN_PROC_CD,1
,노체 Spray,,1,EQUIP_STOP_CD,1
,노하청소,,1,EQUIP_STOP_CD,1
,단순 Bubbling,Simple Bubbling,1,TOP_BB_PROC_PTRN,1
,단순Bubbling & Powder Injection & Bottom BB Only,Simple Bubbling & Powder Injection & Bottom BB Only,1,BAP_PROC_PTRN,1
,단순Bubbling & Powder Injection & Top + Bottom BB,Simple Bubbling & Powder Injection & Top + Bottom BB,1,BAP_PROC_PTRN,1
,단순Bubbling & Powder Injection & Top BB Only,Simple Bubbling & Powder Injection & Top BB Only,1,BAP_PROC_PTRN,1
,단순Bubbling & Wire Feeding & Bottom BB Only,Simple Bubbling & Wire Feeding & Bottom BB Only,1,BAP_PROC_PTRN,1
,단순Bubbling & Wire Feeding & Top + Bottom BB,Simple Bubbling & Wire Feeding & Top + Bottom BB,1,BAP_PROC_PTRN,1
,단순Bubbling & Wire Feeding & Top BB Only,Simple Bubbling & Wire Feeding & Top BB Only,1,BAP_PROC_PTRN,1
,단순Bubbling & 처리미지정(SPACE) & Bottom BB Only,Simple Bubbling & Process not define(SPACE) & Bottom BB Only,1,BAP_PROC_PTRN,1
,단순Bubbling & 처리미지정(SPACE) & Top + Bottom BB,Simple Bubbling & Process not define(SPACE) & Top + Bottom BB,1,BAP_PROC_PTRN,1
,단순Bubbling & 처리미지정(SPACE) & Top BB Only,Simple Bubbling & Process not define(SPACE) & Top BB Only,1,BAP_PROC_PTRN,1
,대/중수리,Large/Medium Shutdown,1,OPER_STD_TY,1
,대수리,,1,EQUIP_STOP_CD,1
,대수리후 신ladle,"After Large stoppage, New Ladle",1,LD_STS,1
,대차설비기계,,1,EQUIP_STOP_CD,1
,대차설비전기,,1,EQUIP_STOP_CD,1
,대차이상  : 철도 (대차 불량),Abnormal Trans Car,1,TLC_STS,1
,대표,,1,REP_YN,1
