中文(zh),韩文(ko),英文(en),出现次数,示例代码组,关联代码组数
.产品成分允许偏差国家标准,국가제품성분허용차기준,,1,QLT_DSN_PRDCHEM_STD_TY,1
0.05以内,,,1,SMS_END_C_CONT_TY,1
0.08%以上,,,1,SMS_END_C_CONT_TY,1
1#BF 1#出铁口,,,1,CHEM_LVL3_CD,1
1#BF 2#出铁口,,,1,CHEM_LVL3_CD,1
1#BF 3#出铁口,,,1,CHEM_LVL3_CD,1
1#BF 4#出铁口,,,1,CHEM_LVL3_CD,1
1#TRT发电,,,1,SCH_PROC_MATE,1
1#加热炉,,1# Furnace,1,FCE_NO,1
1#卷取机,,,1,DC_NO,1
1#场地,,,1,LOCATION,1
1#大棚,,,1,LOCATION,1
1#库位,,,1,SIS_FAC_SZ_KU,1
1#方坯连铸机,,,1,PROC_SMS,1
1#机,,,1,SIS_FAC_SZ,1
1#水渣机,,BF1,1,SIS_FAC_SLAG,1
1#烧结,,,2,PROC_CD_WG,2
1#焦炉,,,2,PROC_CD_SCK,2
1#煤气发电,,,1,SCH_PROC_MATE,1
1#白灰窑,,,2,PROC_CD_BH,2
1#转炉,,,1,PROC_SMS,1
1#转炉渣,,1 BOF,1,CHEM_LVL2_CD,1
1#连退,,,1,CAL_PROC_CD,1
1#连退线,,CAL1,1,PROC_CD_F,1
1#重分卷线,,RCL1,1,PROC_CD_F,1
1#铸机,,,1,CCM_CD_W,1
1#风机,,,1,SIS_FAC_CD2,1
1#高炉,,,4,SCH_PROC_CD,4
1#高炉,,BF1,1,SIS_FAC_CD,1
1/2#连退,,,1,CAL_PROC_CD,1
1/2W 部位,,,28,BEND_SMP_WTH_LOC,28
1/2W部位,,,1,MECH_SMP_WTH_LOC,1
1/2硬质,1/2경질,,1,TEMP_GRADE_CD,1
1/3焦煤,,,1,ITEM_SPEC,1
1/4W 部位,,,28,BEND_SMP_WTH_LOC,28
1/4W部位,,,1,MECH_SMP_WTH_LOC,1
1/4硬质,1/4경질,,1,TEMP_GRADE_CD,1
1/8硬质,1/8경질,,1,TEMP_GRADE_CD,1
1000倍,,,1,PHOTO_EXP_RATE,1
100倍,,,1,PHOTO_EXP_RATE,1
10min以下,,,1,RH_TREAT_TIME_TY,1
10分,,,1,MONI_INTV,1
10分以下,,,1,SECOND_RFN_TIME_TY,1
10国内产品红冲,,,1,INVOICE_TRACT_TY,1
10国内产品销售,,,1,INVOICE_TRACT_TY,1
10月,,,1,MONTH_LOV,1
110000000_公司领导,,,1,DEPT_CD,1
110100000_办公室,,,1,DEPT_CD,1
110200000_生产指挥中心,,,1,DEPT_CD,1
110200000_规划部,,,1,DEPT_CD,1
110KV变电站,,,1,SCH_PLAN_PROJ_CD,1
11国外产品红冲,,,1,INVOICE_TRACT_TY,1
11国外产品销售,,,1,INVOICE_TRACT_TY,1
11月,,,1,MONTH_LOV,1
12副产品红冲,,,1,INVOICE_TRACT_TY,1
12副产品销售,,,1,INVOICE_TRACT_TY,1
12小时,,,1,CC_CB_COOL_TIME_TY,1
12月,,,1,MONTH_LOV,1
13半成品红冲,,,1,INVOICE_TRACT_TY,1
13半成品销售,,,1,INVOICE_TRACT_TY,1
14材料销售,,,1,INVOICE_TRACT_TY,1
14材料销售红冲,,,1,INVOICE_TRACT_TY,1
15化产品红冲,,,1,INVOICE_TRACT_TY,1
15化产品销售,,,1,INVOICE_TRACT_TY,1
16min以上,,,1,RH_DEGAS_TIME_TY,1
16国内产品差价,,,1,INVOICE_TRACT_TY,1
180℃前馏出物,,,1,CHEM_CD,1
1个/批,"'동일 heat,동일 패호,동일 압연상테,동일 두깨",,1,TSL_SMP_CND,1
1分,,,1,MONI_INTV,1
1号出铁口,,,1,TAPHOLE_NO,1
1号炉,,,1,SPR_FCE_NO,1
1号烧结机,,,1,PROC_CD_COST,1
1号焦炉,,,1,PROC_CD,1
1号转炉,,,1,FUL_LAD_ARR_LOC_TAG,1
1号高炉,,,3,PROC_CD,3
1星等级,,,1,CUST_GRD,1
1月,,,1,MONTH_LOV,1
1棒材,,1HR,1,QLT_FPROC_HOT_TY,1
1次,,,1,NO_FCE_CHARGE,1
1炼钢连铸,,1SMS,1,QLT_FPROC_SMS_TY,1
1线材,,1HR RCL,1,QLT_FPROC_HRFN_TY,1
1连铸工厂,1연주,,1,CC_PLANT_FL,1
2#TRT发电,,,1,SCH_PROC_MATE,1
2#加热炉,,2# Furnace,1,FCE_NO,1
2#卷取机,,,1,DC_NO,1
2#吹氩站,,2 WF,1,CHEM_LVL2_CD,1
2#大棚,,,1,LOCATION,1
2#库位,,,1,SIS_FAC_SZ_KU,1
2#方坯连铸机,,,1,PROC_SMS,1
2#机,,,1,SIS_FAC_SZ,1
2#水渣机,,F2,1,SIS_FAC_SLAG,1
2#烧结,,,2,PROC_CD_WG,2
2#焦炉,,,2,PROC_CD_SCK,2
2#煤气发电,,,1,SCH_PROC_MATE,1
2#白灰窑,,,2,PROC_CD_BH,2
2#脱硫站,,2 KR,1,CHEM_LVL2_CD,1
2#转炉,,,1,PROC_SMS,1
2#转炉,,2 BOF,2,CHEM_LVL2_CD,1
2#连退,,,1,CAL_PROC_CD,1
2#连退线,,CAL2,1,PROC_CD_F,1
2#重分卷线,,RCL2,1,PROC_CD_F,1
2#风机,,,1,SIS_FAC_CD2,1
2#高炉,,,4,SCH_PROC_CD,4
2#高炉,,BF2,1,SIS_FAC_CD,1
2.尺寸形状允许偏差国家标准编号,국가표준,,1,SZSHP_TOL_DSN_STD_TY,1
200倍,,,1,PHOTO_EXP_RATE,1
230°前馏出量,,,1,CHEM_CD,1
23加工费发票,,,1,INVOICE_TRACT_TY,1
23加工费红冲,,,1,INVOICE_TRACT_TY,1
24min以上,,,1,RH_TREAT_TIME_TY,1
24小时,,,1,CC_CB_COOL_TIME_TY,1
270°前馏出量,,,1,CHEM_CD,1
2个/批,"'동일 heat,동일 패호,동일 압연상테,동일 두깨,매lot 40t 이하",,1,TSL_SMP_CND,1
2号出铁口,,,1,TAPHOLE_NO,1
2号炉,,,1,SPR_FCE_NO,1
2号烧结机,,,1,PROC_CD_COST,1
2号焦炉,,,1,PROC_CD,1
2号转炉,,,1,FUL_LAD_ARR_LOC_TAG,1
2号高炉,,,3,PROC_CD,3
2星等级,,,1,CUST_GRD,1
2月,,,1,MONTH_LOV,1
2次,,,1,NO_FCE_CHARGE,1
2次加工脆性试验实绩,,,1,MECH_TEST_ITEM_CD,1
2炼钢LF连铸,,2SMS,1,QLT_FPROC_SMS_TY,1
2连铸工厂,2연주,,1,CC_PLANT_FL,1
2阶段控轧,,,1,CONT_ROLL_PAT,1
3#加热炉,,3#Furnace,1,FCE_NO,1
3#卷取机,,,1,DC_NO,1
3#吹氩站,,3 WF,1,CHEM_LVL2_CD,1
3#大棚,,,1,LOCATION,1
3#库位,,,1,SIS_FAC_SZ_KU,1
3#板坯连铸机,,,1,PROC_SMS,1
3#白灰窑,,,2,PROC_CD_BH,2
3#脱硫站,,3 KR,1,CHEM_LVL2_CD,1
3#转炉,,3 BOF,2,CHEM_LVL2_CD,1
300°前馏出量,,,1,CHEM_CD,1
30˚方向采样,30방향으로 시편채취,,28,BEND_SMP_SPCMN_DIR,28
30分,,,1,MONI_INTV,1
3500产线,,,2,ALTER_PLT_CD,2
3个/批,"'동일 heat,동일 패호,동일 압연상테,동일 두깨,매lot 50t 이하",,1,TSL_SMP_CND,1
3号出铁口,,,1,TAPHOLE_NO,1
3号炉,,,1,SPR_FCE_NO,1
3号转炉,,,1,FUL_LAD_ARR_LOC_TAG,1
3无运费,,3 no  Transfer Price,1,INVOICE_MODE,1
3星等级,,,1,CUST_GRD,1
3月,,,1,MONTH_LOV,1
3次,,,1,NO_FCE_CHARGE,1
3炼钢LF VD 连铸,,3SMS,1,QLT_FPROC_SMS_TY,1
3阶段控轧,,,1,CONT_ROLL_PAT,1
4#吹氩站,,4 WF,1,CHEM_LVL2_CD,1
4#库位,,,1,SIS_FAC_SZ_KU,1
4#白灰窑,,,2,PROC_CD_BH,2
4#脱硫站,,4 KR,1,CHEM_LVL2_CD,1
4#转炉,,4 BOF,2,CHEM_LVL2_CD,1
400ppm以内,,,1,SMS_END_O2_CONT_TY,1
4300厚板UST,,,1,PROC_CD_ERP,1
4300厚板剪切,,,1,PROC_CD_ERP,1
4300厚板加热炉,,,1,PROC_CD_ERP,1
4300厚板火焰切割,,,1,PROC_CD_ERP,1
4300厚板热处理,,,1,PROC_CD_ERP,1
4300厚板轧制,,,1,PROC_CD_ERP,1
45˚方向采样,45방향으로 시편채취,,28,BEND_SMP_SPCMN_DIR,28
48小时,,,1,CC_CB_COOL_TIME_TY,1
4号出铁口,,,1,TAPHOLE_NO,1
4号样,,,1,TSL_SMP_CD,1
4号转炉,,,1,FUL_LAD_ARR_LOC_TAG,1
4星等级,,,1,CUST_GRD,1
4月,,,1,MONTH_LOV,1
4条包装 L2,,cpl L2,1,SYS_MODULE_CD,1
4次,,,1,NO_FCE_CHARGE,1
4面扒皮,,,1,CC_CB_REPAIR_TY,1
5#白灰窑,,,2,PROC_CD_BH,2
500倍,,,1,PHOTO_EXP_RATE,1
50倍,,,1,PHOTO_EXP_RATE,1
5Cr支承辊,,5Cr,1,ROLL_MTRL,1
5Cr支承辊一重,,YB75,1,ROLL_MTRL,1
5min以内,,,1,RH_DEGAS_TIME_TY,1
5个/批,"'동일 heat,동일 패호,동일 압연상테,동일 두깨,매lot 60t 이하",,1,TSL_SMP_CND,1
5分,,,1,MONI_INTV,1
5号样,,,1,TSL_SMP_CD,1
5星等级,,,1,CUST_GRD,1
5月,,,1,MONTH_LOV,1
5次,,,1,NO_FCE_CHARGE,1
600ppm以上,,,1,SMS_END_O2_CONT_TY,1
60分,,,1,MONI_INTV,1
61min以上,,,1,SECOND_RFN_TIME_TY,1
6小时以内,,,1,CC_CB_COOL_TIME_TY,1
6月,,,1,MONTH_LOV,1
6次,,,1,NO_FCE_CHARGE,1
72小时,,,1,CC_CB_COOL_TIME_TY,1
7月,,,1,MONTH_LOV,1
8月,,,1,MONTH_LOV,1
95自产材红冲,,,1,INVOICE_TRACT_TY,1
95自产材销售,,,1,INVOICE_TRACT_TY,1
9月,,,1,MONTH_LOV,1
A0-计划新建,,,1,PLAN_ROLL_STS,1
A1-指令待机,,,1,PLAN_ROLL_STS,1
A2-作业待机,,,1,PLAN_ROLL_STS,1
A3-加热炉作业中,,,1,PLAN_ROLL_STS,1
A4-出炉待轧,,,1,PLAN_ROLL_STS,1
A5-轧制作业中,,,1,PLAN_ROLL_STS,1
A6-缺号处理待机,,,1,PLAN_ROLL_STS,1
A7-计划返送,,,1,PLAN_ROLL_STS,1
A8-缺号（未生产）/异常结束,,,1,PLAN_ROLL_STS,1
A9-生产结束,,,1,PLAN_ROLL_STS,1
AR普通轧制,,,1,ROLL_PAT,1
Al块,,,1,SMS_END_DEOXI_MTH,1
Al粒,,,1,SMS_END_DEOXI_MTH,1
Al线,,,1,SMS_END_DEOXI_MTH,1
A类,,,1,BYPROD_TRANS_TY,1
A类（粗系）,,,1,MGRPHY_INCLD_TY,1
A类（细系）,,,1,MGRPHY_INCLD_TY,1
B类,,,1,BYPROD_TRANS_TY,1
B类（粗系）,,,1,MGRPHY_INCLD_TY,1
B类（细系）,,,1,MGRPHY_INCLD_TY,1
C-CS仪,,,2,CHEM_CD,2
C1除尘,,,2,PROC_CD_SMM_C,2
C2除尘,,,2,PROC_CD_SMM_C,2
C3除尘,,,2,PROC_CD_SMM_C,2
C4除尘,,,2,PROC_CD_SMM_C,2
C6除尘,,,2,PROC_CD_SMM_C,2
C7除尘,,,2,PROC_CD_SMM_C,2
C8除尘,,,2,PROC_CD_SMM_C,2
"CAS,去夹杂(普通钢种，上铸机) 软吹氩时间≥10min",,,2,SECOND_RFN_CD,2
"CAS,去夹杂(普通钢种，上铸机) 软吹氩时间≥15min",,,2,SECOND_RFN_CD,2
"CAS,去夹杂(普通钢种，上铸机) 软吹氩时间≥8min",,,2,SECOND_RFN_CD,2
"CAS,均匀成分和温度(上LF或RH) 软吹氩时间≥3min",,,2,SECOND_RFN_CD,2
"CAS,均匀成分和温度(超低碳钢，上RH) 软吹氩时间：0",,,2,SECOND_RFN_CD,2
CR控轧,,,1,ROLL_PAT,1
CSP 车辆,,CSP Vehicle,1,CAR_OWNER_TY,1
CTOD值实绩,,,1,MECH_TEST_ITEM_CD,1
CTOD检验,,,1,QLT_PHYTST_CD,1
C类（粗系）,,,1,MGRPHY_INCLD_TY,1
C类（细系）,,,1,MGRPHY_INCLD_TY,1
DMS L2(计量),,Digital Measuring System L2,1,SYS_MODULE_CD,1
DS类,,,1,MGRPHY_INCLD_TY,1
DWTT1纤维断面率SA单值实绩1,,,1,MECH_TEST_ITEM_CD,1
DWTT1纤维断面率SA单值实绩2,,,1,MECH_TEST_ITEM_CD,1
DWTT1纤维断面率SA平均值实绩,,,1,MECH_TEST_ITEM_CD,1
DWTT2纤维断面率SA单值实绩1,,,1,MECH_TEST_ITEM_CD,1
DWTT2纤维断面率SA单值实绩2,,,1,MECH_TEST_ITEM_CD,1
DWTT2纤维断面率SA平均值实绩,,,1,MECH_TEST_ITEM_CD,1
DWTT3纤维断面率SA单值实绩1,,,1,MECH_TEST_ITEM_CD,1
DWTT3纤维断面率SA单值实绩2,,,1,MECH_TEST_ITEM_CD,1
DWTT3纤维断面率SA平均值实绩,,,1,MECH_TEST_ITEM_CD,1
DWTT4纤维断面率SA单值实绩1,,,1,MECH_TEST_ITEM_CD,1
DWTT4纤维断面率SA单值实绩2,,,1,MECH_TEST_ITEM_CD,1
DWTT4纤维断面率SA平均值实绩,,,1,MECH_TEST_ITEM_CD,1
DWTT5纤维断面率SA单值实绩1,,,1,MECH_TEST_ITEM_CD,1
DWTT5纤维断面率SA单值实绩2,,,1,MECH_TEST_ITEM_CD,1
DWTT5纤维断面率SA平均值实绩,,,1,MECH_TEST_ITEM_CD,1
DWTT测试吸收能量单个实绩1,,,1,MECH_TEST_ITEM_CD,1
DWTT测试吸收能量单个实绩2,,,1,MECH_TEST_ITEM_CD,1
DWTT测试温度,,,1,DWTT_TEMP,1
DWTT试验最小剪切面积单个实绩1,,,1,MECH_TEST_ITEM_CD,1
DWTT试验最小剪切面积单个实绩2,,,1,MECH_TEST_ITEM_CD,1
DWTT试验最小剪切面积平均实绩,,,1,MECH_TEST_ITEM_CD,1
DWTT试验能量吸收实绩,,,1,MECH_TEST_ITEM_CD,1
D类（粗系）,,,1,MGRPHY_INCLD_TY,1
D类（细系）,,,1,MGRPHY_INCLD_TY,1
EN标准,EN표준,,1,NATL_SPEC_ORG_CD,1
Ec阈值应力,,,1,SSCC_STRESS_TY,1
Edge 部位,,,29,BEND_SMP_WTH_LOC,29
FM 入口(RM 出口),,FM Entry(RM Delivery),1,HRM_RJT_POS,1
FM 出口,,FM Delivery,1,HRM_RJT_POS,1
Fail不合,,,1,SIZE_GRD,1
FeMnAl(铝锰铁),,,1,SMS_END_DEOXI_MTH,1
GA Defect ETC(冷轧退库其他原因),GA Defect ETC(냉연 반납 기타원인),,1,APPR_DEF_GRP,1
GA Defect ETC(热轧退库其他原因),GA Defect ETC(열연 반납 기타원인),,1,APPR_DEF_GRP,1
GAS切割基准,GAS절단재,,1,PLT_DGN_STD,1
GB GA Reason ETC(5B 协议材_性能炼钢原因-其他),GB GA Reason ETC(5B 협의재_성능 제강원인 기타),,1,APPR_DEF_GRP,1
GB GA Reason ETC(退库原因-其他),GB GA Reason ETC(반납 원인 기타),,1,APPR_DEF_GRP,1
GB GB Reason ETC(5B 协议材_性能热轧原因-其他),GB GB Reason ETC(5B 협의재_성능 열연원인 기타),,1,APPR_DEF_GRP,1
GC PO Reason etc(冶金-其他原因),GC PO Reason etc(야금 기타원인),,1,APPR_DEF_GRP,1
GC PO Reason etc(冷轧-其他原因),GC PO Reason etc(냉연 기타원인),,1,APPR_DEF_GRP,1
GC PO Reason etc(热轧-其他原因),GC PO Reason etc(열연 기타원인),,1,APPR_DEF_GRP,1
GH Cold Reason etc(冶金-其他原因),GH Cold Reason etc(야금 기타원인),,1,APPR_DEF_GRP,1
GH Cold Reason etc(冷轧-其他原因),GH Cold Reason etc(냉연 기타원인),,1,APPR_DEF_GRP,1
GH Cold Reason etc(热轧-其他原因),GH Cold Reason etc(열연 기타원인),,1,APPR_DEF_GRP,1
GJ FH Reason etc(冶金-其他原因),GJ FH Reason etc(야금 기타원인),,1,APPR_DEF_GRP,1
GJ FH Reason etc(冷轧-其他原因),GJ FH Reason etc(냉연 기타원인),,1,APPR_DEF_GRP,1
GJ FH Reason etc(热轧-其他原因),GJ FH Reason etc(열연 기타원인),,1,APPR_DEF_GRP,1
HIC试验CLR 全体平均实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 平均1实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 平均2实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 平均3实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 试样1实绩1,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 试样1实绩2,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 试样1实绩3,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 试样2实绩1,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 试样2实绩2,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 试样2实绩3,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 试样3实绩1,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 试样3实绩2,,,1,MECH_TEST_ITEM_CD,1
HIC试验CLR 试样3实绩3,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 全体平均实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 平均1实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 平均2实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 平均3实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 试样1实绩1,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 试样1实绩2,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 试样1实绩3,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 试样2实绩1,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 试样2实绩2,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 试样2实绩3,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 试样3实绩1,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 试样3实绩2,,,1,MECH_TEST_ITEM_CD,1
HIC试验CSR 试样3实绩3,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 全体平均实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 平均1实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 平均2实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 平均3实绩,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 试样1实绩1,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 试样1实绩2,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 试样1实绩3,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 试样2实绩1,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 试样2实绩2,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 试样2实绩3,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 试样3实绩1,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 试样3实绩2,,,1,MECH_TEST_ITEM_CD,1
HIC试验CTR 试样3实绩3,,,1,MECH_TEST_ITEM_CD,1
I(耐腐蚀因子),,CF-I,4,CHEM_CD,4
ICDP-共昌,,AS,1,ROLL_MTRL,1
ICDP-邢机,,ICⅤ,1,ROLL_MTRL,1
J(回火脆性敏感系数),,CF-J,4,CHEM_CD,4
KISSC或KIEC,,,1,SSCC_STRESS_TY,1
"LF+RH,升温、脱硫、脱气、去夹杂（普通钢种，轻处理，上铸机）	真空处理时间≥10min	真空纯脱气时间≥3min	软吹氩时间≥6min",,,2,SECOND_RFN_CD,2
"LF+RH,升温、脱硫、脱气、去夹杂（特殊钢种，深处理，上铸机）	真空处理时间≥20min	真空纯脱气时间≥5min	软吹氩时间≥15min",,,2,SECOND_RFN_CD,2
"LF+RH,升温、脱硫、脱气、去夹杂（重点钢种，中处理，上铸机）	真空处理时间≥15min	真空纯脱气时间≥5min	软吹氩时间≥10min",,,2,SECOND_RFN_CD,2
"LF,去夹杂(普通钢种，上铸机)	软吹氩时间≥10min",,,2,SECOND_RFN_CD,2
"LF,去夹杂(普通钢种，上铸机)	软吹氩时间≥8min",,,2,SECOND_RFN_CD,2
"LF,去夹杂、深脱硫(特殊钢种，上铸机) 软吹氩时间≥20min",,,2,SECOND_RFN_CD,2
"LF,去夹杂、深脱硫(重点钢种，上铸机) 软吹氩时间≥15min",,,2,SECOND_RFN_CD,2
LF作业等待,,,1,PROG_CD,1
LF精炼,,,1,BD_MAT_CLASS,1
LF设备异常,LF 설비이상,,1,ABNR_REASON_CD,1
LIMS化验元素,,,1,SCR_INDICATOR_CATEGORY,1
LNG作业区LNG发货工LNG、液氨发货及装车,,,1,POSITION_CD,1
LNG作业区LNG工LNG主控操作,,,1,POSITION_CD,1
LNG作业区LNG工合成氨,,,1,POSITION_CD,1
LNG作业区LNG工深冷液化,,,1,POSITION_CD,1
LNG作业区LNG工甲烷化,,,1,POSITION_CD,1
LNG作业区仪表维护工LNG仪表维护,,,1,POSITION_CD,1
Label再发行,,,1,RTN_RLS_CD,1
Macro试验(C偏析平整),,,1,MECH_TEST_ITEM_CD,1
NDT检验,,,1,QLT_PHYTST_CD,1
NDT温度实绩,,,1,MECH_TEST_ITEM_CD,1
P 偏析试验等级实绩,,,1,MECH_TEST_ITEM_CD,1
PB块,,,1,BF_RETURN_FINES_RATE,1
PH值,,,1,CHEM_CD,1
PMI块,,,1,BF_RETURN_FINES_RATE,1
PSR(再热裂纹指数),,PSR,1,QLT_CHEM_CD,1
P_Print试验等级实绩,,,1,MECH_TEST_ITEM_CD,1
Pass合格,,,1,SIZE_GRD,1
Q235系列,,,1,PLT_SPEC_GROUP_CD,1
Q345系列,,,1,PLT_SPEC_GROUP_CD,1
R1工具钢-共昌,,TS,1,ROLL_MTRL,1
RAS L2(快速分析),,Rapid Analysis System L2,1,SYS_MODULE_CD,1
"RH,真空脱气、去夹杂（普通钢种，轻处理，上铸机）	真空脱碳时间:0	真空处理时间≥13min	真空纯脱气时间≥3min	软吹氩时间≥8min",,,2,SECOND_RFN_CD,2
"RH,真空脱气、去夹杂（特殊钢种，深处理，上铸机) 真空脱碳时间:0	真空处理时间≥20min 真空纯脱气时间≥6min 软吹氩时间≥15min",,,2,SECOND_RFN_CD,2
"RH,真空脱气、去夹杂（重点钢种，中处理，上铸机）	真空脱碳时间:0	真空处理时间≥15min	真空纯脱气时间≥5min	软吹氩时间≥10min",,,2,SECOND_RFN_CD,2
"RH,真空脱碳（低碳钢，轻脱碳，上铸机）	真空脱碳时间:≥8min	真空处理时间：≥11min	真空纯脱气时间：≥3min 软吹氩时间:0",,,2,SECOND_RFN_CD,2
"RH,真空脱碳（极低碳钢，中脱碳，上铸机）真空脱碳时间≥12min	真空处理时间≥17min	真空纯脱气时间≥5min	软吹氩时间:0",,,2,SECOND_RFN_CD,2
"RH,真空脱碳（超低碳钢，深脱碳，上铸机）真空脱碳时间≥14min	真空处理时间≥21min	真空纯脱气时间≥7min	软吹氩时间:0",,,2,SECOND_RFN_CD,2
RH设备异常,RH 설비이상,,1,ABNR_REASON_CD,1
RM 入口,,RM Entry,1,HRM_RJT_POS,1
ROLL不适合,ROLL부적합,,1,ABNR_REASON_CD,1
S-CS仪,,,2,CHEM_CD,2
SSCC测试应力实绩,,,1,MECH_TEST_ITEM_CD,1
SSCC试验应力比实绩,,,1,MECH_TEST_ITEM_CD,1
SSCC试验时间实绩,,,1,MECH_TEST_ITEM_CD,1
S_Print试验,,,1,MECH_TEST_ITEM_CD,1
Scarfing不实施,Scarfing미지정,,1,SCARF_YN,1
Scarfing实施,Scarfing지정,,1,SCARF_YN,1
SpringBack 试验实绩,,,1,MECH_TEST_ITEM_CD,1
SpringBack角度实绩,,,1,MECH_TEST_ITEM_CD,1
Steckel(Steckel轧制),,,2,PLT_PROC_CD,2
Steckel-剪切,,,1,PROC_CD_ERP,1
Steckel-火焰切割,,,1,PROC_CD_ERP,1
Steckel加热炉,,,1,PROC_CD_ERP,1
Steckel轧制,,,1,PROC_CD_ERP,1
TM1-只控开轧,,,1,PLT_CR_CD,1
TM1-控开轧,,,1,PLT_CR_CD,1
TM1-控终轧,,,1,PLT_CR_CD,1
TM1-既控开轧又控终轧,,,1,PLT_CR_CD,1
TM2-控开轧,,,1,PLT_CR_CD,1
TM2-既控开轧又控终轧,,,1,PLT_CR_CD,1
TMCP(海洋),,,1,PLAN_MECH,1
TMCP(结构、建筑、桥梁),,,1,PLAN_MECH,1
TMCP(船舶),,,1,PLAN_MECH,1
"Top 1/2W, Bottom 1/4W部位",,,29,BEND_SMP_WTH_LOC,29
"Top 1/4W, Bottom 1/2W部位",,,29,BEND_SMP_WTH_LOC,29
T弯,,,1,COAT_ATTH_CD,1
UST不实施,UST미지정,,1,UST_YN,1
UST实施,UST지정,,1,UST_YN,1
U型,,,1,IMPACT_ENERGY_CD,1
U弯,,,1,COAT_ATTH_CD,1
VD作业等待,,,1,PROG_CD,1
V型,,,1,IMPACT_ENERGY_CD,1
V型缺口,,,1,DWTT_CREAK_CD,1
V弯目测,,,1,COAT_ATTH_CD,1
V弯粘结剥离试验法,,,1,COAT_ATTH_CD,1
X(回火脆性敏感系数),,CF-X,4,CHEM_CD,4
Z向拉伸断面收缩率单值实绩,,,3,MECH_TEST_ITEM_CD,1
Z向拉伸断面收缩率平均值实绩,,,1,MECH_TEST_ITEM_CD,1
Z向拉伸试验,,,1,QLT_PHYTST_CD,1
Z向拉伸试验屈服强度实绩,,,1,MECH_TEST_ITEM_CD,1
Z向拉伸试验抗拉强度实绩,,,1,MECH_TEST_ITEM_CD,1
Z向拉伸试验断后伸长率实绩,,,1,MECH_TEST_ITEM_CD,1
m³/万kW.h,,,1,UOM_CD_EG,1
test公司,,test1,1,TRNSF_CMP_NM,1
test公司2,,test2,1,TRNSF_CMP_NM,1
test日照公司厚板部,,,1,DEPT_CD,1
±3mm以内,,,1,MOLD_LVL_FLUCT_TY,1
±5mm以内,,,1,MOLD_LVL_FLUCT_TY,1
一口价,,,1,PRICE_CALC_CD,1
一号堆取料机,,,1,OPERATE_MACHINE,1
一号库,,,1,SLAB_YARD_CD,1
一号高炉作业区炼铁原料工槽下上料操作,,,1,POSITION_CD,1
一号高炉作业区热风炉工热风炉,,,1,POSITION_CD,1
一号高炉作业区高炉炉前工值班工长,,,1,POSITION_CD,1
一炉一批,,,1,MECH_SMP_CND,1
一级预警,,,1,WARNING_LEVEL_LOV,1
一般,,,1,BOTTOM_STAT,1
一般(热轧),,,1,PACK_MTH_CD,1
"一般成分元素 (C,SI,MN,P,S..)",일반성분원소,,1,QLT_CHEM_TY,1
一般焦炭,분,,2,ITEM_SPEC,2
一般维修,,General Repair,1,EQUIP_STOP_CD,1
一般防锈油,일반방청유,,1,ANTRST_OIL_KIND,1
丁,,,1,GROUP_CD,1
丁凤鸣,,,1,DRIVER_NM,1
丁班,,,1,CLASS_LOV,1
三价铬酸钝化(C3),,,1,PSTREAT_CD,1
三号堆取料机,,,1,OPERATE_MACHINE,1
三方直供,,,1,SALES_CHNL_CD,1
三级预警,,,1,WARNING_LEVEL_LOV,1
三苯含量,,,1,CHEM_CD,1
