SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,LEN,COL_COMMENT,SOURCE
MESAPUSER,APP_REPORT,ID,VARCHAR2,64,,空
MESAPUSER,APP_REPORT,NAME,VARCHAR2,100,,空
MESAPUSER,APP_REPORT,URL,VARCHAR2,300,,空
MESAPUSER,APP_REPORT,CREATE_TIME,TIMESTAMP(6),11,,空
MESAPUSER,APP_UPGRADE,ID,VARCHAR2,64,,空
MESAPUSER,APP_UPGRADE,APP_ID,VARCHAR2,100,,空
MESAPUSER,APP_UPGRADE,VERSION,NUMBER,22,,空
MESAPUSER,APP_UPGRADE,CONTENT,VARCHAR2,300,修改后内容,SCO_DATA_DIC(D)
MESAPUSER,APP_UPGRADE,URL,VARCHAR2,300,,空
MESAPUSER,APP_UPGRADE,CREATE_TIME,TIMESTAMP(6),11,,空
MESAPUSER,APP_UPGRADE,UPGRADE_TYPE,VARCHAR2,10,,空
MESAPUSER,A_TEST_ORD_CONTRACT,CONTRACT_CD,VARCHAR2,50,Contract Code,SCO_DATA_DIC(D)
MESAPUSER,A_TEST_ORD_CONTRACT,ORD_NO,VARCHAR2,50,Order No,SCO_DATA_DIC(D)
MESAPUSER,BATCH_MOD_VAL,ID,VARCHAR2,5,,空
MESAPUSER,BATCH_MOD_VAL,VAL,NUMBER,22,,空
MESAPUSER,BD_MARBASCLASS,AVERAGECOST,NUMBER,22,,空
MESAPUSER,BD_MARBASCLASS,AVERAGEMMAHEAD,NUMBER,22,,空
MESAPUSER,BD_MARBASCLASS,AVERAGEPURAHEAD,NUMBER,22,,空
MESAPUSER,BD_MARBASCLASS,AVGPRICE,NUMBER,22,,空
MESAPUSER,BD_MARBASCLASS,CODE,VARCHAR2,40,,空
MESAPUSER,BD_MARBASCLASS,CREATIONTIME,CHAR,19,,空
MESAPUSER,BD_MARBASCLASS,CREATOR,VARCHAR2,20,,空
MESAPUSER,BD_MARBASCLASS,DATAORIGINFLAG,NUMBER,22,,空
MESAPUSER,BD_MARBASCLASS,DEF1,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DEF10,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DEF2,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DEF3,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DEF4,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DEF5,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DEF6,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DEF7,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DEF8,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DEF9,VARCHAR2,101,,空
MESAPUSER,BD_MARBASCLASS,DR,NUMBER,22,,空
MESAPUSER,BD_MARBASCLASS,ENABLESTATE,NUMBER,22,,空
MESAPUSER,BD_MARBASCLASS,INNERCODE,VARCHAR2,200,,空
MESAPUSER,BD_MARBASCLASS,MODIFIEDTIME,CHAR,19,,空
MESAPUSER,BD_MARBASCLASS,MODIFIER,VARCHAR2,20,,空
MESAPUSER,BD_MARBASCLASS,NAME,VARCHAR2,300,,空
MESAPUSER,BD_MARBASCLASS,NAME2,VARCHAR2,300,,空
MESAPUSER,BD_MARBASCLASS,NAME3,VARCHAR2,300,,空
MESAPUSER,BD_MARBASCLASS,NAME4,VARCHAR2,300,,空
MESAPUSER,BD_MARBASCLASS,NAME5,VARCHAR2,300,,空
MESAPUSER,BD_MARBASCLASS,NAME6,VARCHAR2,300,,空
MESAPUSER,BD_MARBASCLASS,PK_GROUP,CHAR,20,,空
MESAPUSER,BD_MARBASCLASS,PK_MARASSTFRAME,VARCHAR2,20,,空
MESAPUSER,BD_MARBASCLASS,PK_MARBASCLASS,CHAR,20,,空
MESAPUSER,BD_MARBASCLASS,PK_ORG,CHAR,20,,空
MESAPUSER,BD_MARBASCLASS,PK_PARENT,VARCHAR2,20,,空
MESAPUSER,BD_MARBASCLASS,TS,CHAR,19,인장시험,SCO_DATA_DIC(L)
MESAPUSER,BD_MATERIAL,CODE,VARCHAR2,40,物料编码,DB注释(中文)
MESAPUSER,BD_MATERIAL,CREATIONTIME,CHAR,19,创建时间,DB注释(中文)
MESAPUSER,BD_MATERIAL,CREATOR,VARCHAR2,20,创建人,DB注释(中文)
MESAPUSER,BD_MATERIAL,DATAORIGINFLAG,NUMBER,22,分布式,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF1,VARCHAR2,101,自定义项1,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF10,VARCHAR2,101,自定义项10,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF11,VARCHAR2,101,自定义项11,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF12,VARCHAR2,101,自定义项12,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF13,VARCHAR2,101,自定义项13,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF14,VARCHAR2,101,自定义项14,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF15,VARCHAR2,101,自定义项15,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF16,VARCHAR2,101,自定义项16,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF17,VARCHAR2,101,自定义项17,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF18,VARCHAR2,101,自定义项18,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF19,VARCHAR2,101,自定义项19,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF2,VARCHAR2,101,自定义项2,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF20,VARCHAR2,101,自定义项20,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF3,VARCHAR2,101,自定义项3,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF4,VARCHAR2,101,自定义项4,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF5,VARCHAR2,101,自定义项5,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF6,VARCHAR2,101,自定义项6,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF7,VARCHAR2,101,自定义项7,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF8,VARCHAR2,101,自定义项8,DB注释(中文)
MESAPUSER,BD_MATERIAL,DEF9,VARCHAR2,101,自定义项9,DB注释(中文)
MESAPUSER,BD_MATERIAL,DELETESTATE,NUMBER,22,删除状态,DB注释(中文)
MESAPUSER,BD_MATERIAL,DELPERSON,VARCHAR2,20,删除人,DB注释(中文)
MESAPUSER,BD_MATERIAL,DELTIME,CHAR,19,删除时间,DB注释(中文)
MESAPUSER,BD_MATERIAL,DISCOUNTFLAG,CHAR,1,价格折扣,DB注释(中文)
MESAPUSER,BD_MATERIAL,DR,NUMBER,22,,空
MESAPUSER,BD_MATERIAL,ELECTRONICSALE,CHAR,1,电子销售,DB注释(中文)
MESAPUSER,BD_MATERIAL,EMATERIALSPEC,VARCHAR2,400,英文规格,DB注释(中文)
MESAPUSER,BD_MATERIAL,ENABLESTATE,NUMBER,22,启用状态,DB注释(中文)
MESAPUSER,BD_MATERIAL,ENAME,VARCHAR2,200,英语名称,DB注释(中文)
MESAPUSER,BD_MATERIAL,FEATURECLASS,VARCHAR2,20,特征类,DB注释(中文)
MESAPUSER,BD_MATERIAL,FEE,CHAR,1,服务类,DB注释(中文)
MESAPUSER,BD_MATERIAL,GOODSPRTNAME,VARCHAR2,200,海关商品打印名称,DB注释(中文)
MESAPUSER,BD_MATERIAL,GRAPHID,VARCHAR2,50,,空
MESAPUSER,BD_MATERIAL,INTOLERANCE,NUMBER,22,入库容差（%),DB注释(中文)
MESAPUSER,BD_MATERIAL,ISELECTRANS,CHAR,1,电子采购,DB注释(中文)
MESAPUSER,BD_MATERIAL,ISFEATURE,CHAR,1,特征件,DB注释(中文)
MESAPUSER,BD_MATERIAL,ISHPROITEMS,CHAR,1,助促销品,DB注释(中文)
MESAPUSER,BD_MATERIAL,LATEST,CHAR,1,是否最新,DB注释(中文)
MESAPUSER,BD_MATERIAL,MATERIALBARCODE,VARCHAR2,30,条形码,DB注释(中文)
MESAPUSER,BD_MATERIAL,MATERIALMGT,NUMBER,22,实物物料管理模式,DB注释(中文)
MESAPUSER,BD_MATERIAL,MATERIALMNECODE,VARCHAR2,50,助记码,DB注释(中文)
MESAPUSER,BD_MATERIAL,MATERIALSHORTNAME,VARCHAR2,300,物料简称,DB注释(中文)
MESAPUSER,BD_MATERIAL,MATERIALSPEC,VARCHAR2,400,规格,DB注释(中文)
MESAPUSER,BD_MATERIAL,MATERIALTYPE,VARCHAR2,400,型号,DB注释(中文)
MESAPUSER,BD_MATERIAL,MEMO,VARCHAR2,150,备注,DB注释(中文)
MESAPUSER,BD_MATERIAL,MODIFIEDTIME,CHAR,19,最后修改时间,DB注释(中文)
MESAPUSER,BD_MATERIAL,MODIFIER,VARCHAR2,20,最后修改人,DB注释(中文)
MESAPUSER,BD_MATERIAL,NAME,VARCHAR2,300,物料名称,DB注释(中文)
MESAPUSER,BD_MATERIAL,NAME2,VARCHAR2,300,,空
MESAPUSER,BD_MATERIAL,NAME3,VARCHAR2,300,,空
MESAPUSER,BD_MATERIAL,NAME4,VARCHAR2,300,,空
MESAPUSER,BD_MATERIAL,NAME5,VARCHAR2,300,,空
MESAPUSER,BD_MATERIAL,NAME6,VARCHAR2,300,,空
MESAPUSER,BD_MATERIAL,OUTCLOSELOWERLIMIT,NUMBER,22,出库关闭下容差（%),DB注释(中文)
MESAPUSER,BD_MATERIAL,OUTTOLERANCE,NUMBER,22,出库容差（%）,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_BRAND,VARCHAR2,20,品牌,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_GOODSCODE,VARCHAR2,20,海关商品代码,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_GROUP,CHAR,20,所属集团,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_MARASSTFRAME,VARCHAR2,20,辅助属性结构,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_MARBASCLASS,CHAR,20,物料分类,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_MATERIAL,CHAR,20,物料基本信息主键,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_MATTAXES,VARCHAR2,20,物料税类,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_MEASDOC,CHAR,20,主计量单位,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_ORG,CHAR,20,所属组织,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_PRODLINE,VARCHAR2,20,产品线,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_SOURCE,VARCHAR2,20,原始版本,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_TAXITEMS,VARCHAR2,20,,空
MESAPUSER,BD_MATERIAL,PRODAREA,VARCHAR2,20,产地,DB注释(中文)
MESAPUSER,BD_MATERIAL,PRODUCTFAMILY,CHAR,1,产品簇,DB注释(中文)
MESAPUSER,BD_MATERIAL,PROLIFEPERIOD,NUMBER,22,产品生命周期,DB注释(中文)
MESAPUSER,BD_MATERIAL,RETAIL,CHAR,1,适用零售,DB注释(中文)
MESAPUSER,BD_MATERIAL,SETPARTSFLAG,CHAR,1,成套件,DB注释(中文)
MESAPUSER,BD_MATERIAL,STOREUNITNUM,NUMBER,22,多少标准存储单位,DB注释(中文)
MESAPUSER,BD_MATERIAL,TS,CHAR,19,인장시험,SCO_DATA_DIC(L)
MESAPUSER,BD_MATERIAL,UNITHEIGHT,VARCHAR2,20,高度,DB注释(中文)
MESAPUSER,BD_MATERIAL,UNITLENGTH,VARCHAR2,20,长度,DB注释(中文)
MESAPUSER,BD_MATERIAL,UNITVOLUME,NUMBER,22,单位体积,DB注释(中文)
MESAPUSER,BD_MATERIAL,UNITWEIGHT,NUMBER,22,单位重量,DB注释(中文)
MESAPUSER,BD_MATERIAL,UNITWIDTH,VARCHAR2,20,宽度,DB注释(中文)
MESAPUSER,BD_MATERIAL,VERSION,NUMBER,22,版本号,DB注释(中文)
MESAPUSER,BD_MATERIAL,PK_MATERIAL_PF,VARCHAR2,200,物料申请单,DB注释(中文)
MESAPUSER,BD_MATERIAL,TYPE,VARCHAR2,1,A 合金、 S造渣料、 E 能源、 T废钢,DB注释(中文)
MESAPUSER,BD_MEASDOC,BASECODEFLAG,CHAR,1,,空
MESAPUSER,BD_MEASDOC,BITNUMBER,NUMBER,22,,空
MESAPUSER,BD_MEASDOC,CODE,VARCHAR2,40,,空
MESAPUSER,BD_MEASDOC,CREATIONTIME,CHAR,19,,空
MESAPUSER,BD_MEASDOC,CREATOR,VARCHAR2,20,,空
MESAPUSER,BD_MEASDOC,DATAORIGINFLAG,NUMBER,22,,空
MESAPUSER,BD_MEASDOC,DR,NUMBER,22,,空
MESAPUSER,BD_MEASDOC,ENAME,VARCHAR2,200,,空
MESAPUSER,BD_MEASDOC,MODIFIEDTIME,CHAR,19,,空
MESAPUSER,BD_MEASDOC,MODIFIER,VARCHAR2,20,,空
MESAPUSER,BD_MEASDOC,NAME,VARCHAR2,300,,空
MESAPUSER,BD_MEASDOC,NAME2,VARCHAR2,300,,空
MESAPUSER,BD_MEASDOC,NAME3,VARCHAR2,300,,空
MESAPUSER,BD_MEASDOC,NAME4,VARCHAR2,300,,空
MESAPUSER,BD_MEASDOC,NAME5,VARCHAR2,300,,空
MESAPUSER,BD_MEASDOC,NAME6,VARCHAR2,300,,空
MESAPUSER,BD_MEASDOC,OPPDIMEN,CHAR,1,,空
MESAPUSER,BD_MEASDOC,PK_GROUP,VARCHAR2,20,,空
MESAPUSER,BD_MEASDOC,PK_MEASDOC,CHAR,20,,空
MESAPUSER,BD_MEASDOC,PK_ORG,CHAR,20,,空
MESAPUSER,BD_MEASDOC,SCALEFACTOR,NUMBER,22,,空
MESAPUSER,BD_MEASDOC,TS,CHAR,19,인장시험,SCO_DATA_DIC(L)
MESAPUSER,BD_SUPPLIER,BUSLICENSENUM,VARCHAR2,200,,空
MESAPUSER,BD_SUPPLIER,CODE,VARCHAR2,40,,空
MESAPUSER,BD_SUPPLIER,CORCUSTOMER,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,CORPADDRESS,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,CREATIONTIME,CHAR,19,,空
MESAPUSER,BD_SUPPLIER,CREATOR,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,DATAORIGINFLAG,NUMBER,22,,空
MESAPUSER,BD_SUPPLIER,DEF1,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF10,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF11,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF12,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF13,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF14,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF15,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF16,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF17,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF18,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF19,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF2,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF20,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF21,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF22,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF23,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF24,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF25,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF26,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF27,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF28,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF29,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF3,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF30,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF4,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF5,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF6,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF7,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF8,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DEF9,VARCHAR2,101,,空
MESAPUSER,BD_SUPPLIER,DELETESTATE,NUMBER,22,,空
MESAPUSER,BD_SUPPLIER,DELPERSON,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,DELTIME,CHAR,19,,空
MESAPUSER,BD_SUPPLIER,DR,NUMBER,22,,空
MESAPUSER,BD_SUPPLIER,ECOTYPESINCEVFIVE,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,EMAIL,VARCHAR2,50,E-Mail Address,SCO_DATA_DIC(D)
MESAPUSER,BD_SUPPLIER,ENABLESTATE,NUMBER,22,,空
MESAPUSER,BD_SUPPLIER,ENAME,VARCHAR2,200,,空
MESAPUSER,BD_SUPPLIER,ESTABLISHDATE,CHAR,19,,空
MESAPUSER,BD_SUPPLIER,FAX1,VARCHAR2,50,,空
MESAPUSER,BD_SUPPLIER,FAX2,VARCHAR2,50,,空
MESAPUSER,BD_SUPPLIER,ISCUSTOMER,CHAR,1,,空
MESAPUSER,BD_SUPPLIER,ISFREECUST,CHAR,1,,空
MESAPUSER,BD_SUPPLIER,ISOUTCHECK,CHAR,1,,空
MESAPUSER,BD_SUPPLIER,ISVAT,CHAR,1,,空
MESAPUSER,BD_SUPPLIER,LEGALBODY,VARCHAR2,200,,空
MESAPUSER,BD_SUPPLIER,MEMO,VARCHAR2,1536,,空
MESAPUSER,BD_SUPPLIER,MNECODE,VARCHAR2,50,,空
MESAPUSER,BD_SUPPLIER,MODIFIEDTIME,CHAR,19,,空
MESAPUSER,BD_SUPPLIER,MODIFIER,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,NAME,VARCHAR2,300,,空
MESAPUSER,BD_SUPPLIER,NAME2,VARCHAR2,300,,空
MESAPUSER,BD_SUPPLIER,NAME3,VARCHAR2,300,,空
MESAPUSER,BD_SUPPLIER,NAME4,VARCHAR2,300,,空
MESAPUSER,BD_SUPPLIER,NAME5,VARCHAR2,300,,空
MESAPUSER,BD_SUPPLIER,NAME6,VARCHAR2,300,,空
MESAPUSER,BD_SUPPLIER,PK_AREACL,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,PK_BILLTYPECODE,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,PK_COUNTRY,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,PK_CURRTYPE,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,PK_FINANCEORG,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,PK_FORMAT,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,PK_GROUP,CHAR,20,,空
MESAPUSER,BD_SUPPLIER,PK_OLDSUPPLIER,CHAR,20,,空
MESAPUSER,BD_SUPPLIER,PK_ORG,CHAR,20,,空
MESAPUSER,BD_SUPPLIER,PK_SUPPLIER,CHAR,20,,空
MESAPUSER,BD_SUPPLIER,PK_SUPPLIER_MAIN,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,PK_SUPPLIER_PF,CHAR,20,,空
MESAPUSER,BD_SUPPLIER,PK_SUPPLIERCLASS,CHAR,20,,空
MESAPUSER,BD_SUPPLIER,PK_SUPTAXES,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,PK_TIMEZONE,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,REGISTERFUND,NUMBER,22,,空
MESAPUSER,BD_SUPPLIER,SHORTNAME,VARCHAR2,300,,空
MESAPUSER,BD_SUPPLIER,SUPPROP,NUMBER,22,,空
MESAPUSER,BD_SUPPLIER,SUPSTATE,NUMBER,22,,空
MESAPUSER,BD_SUPPLIER,TAXPAYERID,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,TEL1,VARCHAR2,50,,空
MESAPUSER,BD_SUPPLIER,TEL2,VARCHAR2,50,,空
MESAPUSER,BD_SUPPLIER,TEL3,VARCHAR2,50,,空
MESAPUSER,BD_SUPPLIER,TRADE,VARCHAR2,20,,空
MESAPUSER,BD_SUPPLIER,TS,CHAR,19,인장시험,SCO_DATA_DIC(L)
MESAPUSER,BD_SUPPLIER,URL,VARCHAR2,60,,空
MESAPUSER,BD_SUPPLIER,VATCODE,VARCHAR2,50,,空
MESAPUSER,BD_SUPPLIER,ZIPCODE,CHAR,6,,空
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,YD_GR_TP,VARCHAR2,1,仓库区分，与SYD_MAP_BED.YD_GR_TP一致,DB注释(中文)
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,YD_BED_CD,VARCHAR2,20,垛位号，与SYD_MAP_BED.YD_BED_CD一致，3D组件用作slot.id,DB注释(中文)
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,AREA_ID,VARCHAR2,10,所属库区代码(对应YD_BED_CD第3位),DB注释(中文)
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,POS_X,NUMBER,22,3D场景X坐标,DB注释(中文)
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,POS_Y,NUMBER,22,3D场景Y坐标(对应3D的Z方向),DB注释(中文)
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,STORAGE_TYPE,VARCHAR2,20,3D模型类型(WIRE_ROD/STEEL_PLATE/STEEL_COIL),DB注释(中文)
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,ORIENTATION,VARCHAR2,15,摆放方向(HORIZONTAL/VERTICAL),DB注释(中文)
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,COIL_FIRST_LAYER,NUMBER,22,钢卷第一层可放数量,DB注释(中文)
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,ALLOWED_GRADES,VARCHAR2,500,"允许存放的钢种,逗号分隔",DB注释(中文)
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,SORT_ORDER,NUMBER,22,,空
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,CREATED_BY,VARCHAR2,50,,空
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,CREATED_DATE,DATE,7,,空
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,UPDATED_BY,VARCHAR2,50,,空
MESAPUSER,BIN$HodVpAOqRGCelyZ+3ZfSrw==$0,UPDATED_DATE,DATE,7,,空
MESAPUSER,BIN$Kpi2nvqRSUWprQye+0dRUg==$0,JOB_NAME,VARCHAR2,128,,空
MESAPUSER,BIN$Kpi2nvqRSUWprQye+0dRUg==$0,ARG_NAME,VARCHAR2,128,,空
MESAPUSER,BIN$Kpi2nvqRSUWprQye+0dRUg==$0,ARG_POSITION,NUMBER,22,,空
MESAPUSER,BIN$Kpi2nvqRSUWprQye+0dRUg==$0,VALUE,ANYDATA,3752,,空
MESAPUSER,BIN$Kpi2nvqRSUWprQye+0dRUg==$0,FLAGS,NUMBER,22,,空
MESAPUSER,BIN$Kpi2nvqRSUWprQye+0dRUg==$0,ENABLED,VARCHAR2,1,,空
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,YD_GR_TP,VARCHAR2,1,"仓库区分(R=热轧,H等)，与SYD_MAP_BED.YD_GR_TP一致",DB注释(中文)
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,AREA_ID,VARCHAR2,10,库区代码，对应YD_BED_CD第3位(B/C/L/D等),DB注释(中文)
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,AREA_NAME,VARCHAR2,100,区域显示名称,DB注释(中文)
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,COLOR,VARCHAR2,20,区域颜色(十六进制),DB注释(中文)
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,START_X,NUMBER,22,3D场景区域起始X坐标,DB注释(中文)
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,START_Y,NUMBER,22,3D场景区域起始Y坐标(对应3D的Z方向),DB注释(中文)
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,END_X,NUMBER,22,3D场景区域结束X坐标,DB注释(中文)
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,END_Y,NUMBER,22,3D场景区域结束Y坐标(对应3D的Z方向),DB注释(中文)
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,SORT_ORDER,NUMBER,22,排序号,DB注释(中文)
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,CREATED_BY,VARCHAR2,50,,空
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,CREATED_DATE,DATE,7,,空
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,UPDATED_BY,VARCHAR2,50,,空
MESAPUSER,BIN$aX/RNeI/QhWcnk88kMvjKA==$0,UPDATED_DATE,DATE,7,,空
MESAPUSER,BSIN_SUP_ABC,ITEM_NM,VARCHAR2,50,Item Name,SCO_DATA_DIC(D)
MESAPUSER,BSIN_SUP_ABC,WORK_DATE,VARCHAR2,50,,空
MESAPUSER,BSIN_SUP_ABC,ALAST_VALUE1,NUMBER,22,,空
MESAPUSER,BSIN_SUP_ABC,BLAST_VALUE1,NUMBER,22,,空
MESAPUSER,BSIN_SUP_ABC,CLAST_VALUE1,NUMBER,22,,空
MESAPUSER,BSIN_SUP_ABC,TLAST_VALUE1,NUMBER,22,,空
MESAPUSER,BSIN_SUP_ABC,ALAST_VALUE2,NUMBER,22,,空
MESAPUSER,BSIN_SUP_ABC,BLAST_VALUE2,NUMBER,22,,空
MESAPUSER,BSIN_SUP_ABC,CLAST_VALUE2,NUMBER,22,,空
MESAPUSER,BSIN_SUP_ABC,TLAST_VALUE2,NUMBER,22,,空
MESAPUSER,BSMM_STORE_SEARCH,WORK_DATE,VARCHAR2,20,,空
MESAPUSER,BSMM_STORE_SEARCH,SHIFT_CD,VARCHAR2,3,Shift No,SCO_DATA_DIC(D)
MESAPUSER,BSMM_STORE_SEARCH,SHIFT_GROUP_CD,VARCHAR2,1,,空
MESAPUSER,BSMM_STORE_SEARCH,MTRL_ITEM_CD,VARCHAR2,50,,空
MESAPUSER,BSMM_STORE_SEARCH,MTRL_ITEM_NM,VARCHAR2,200,,空
MESAPUSER,BSMM_STORE_SEARCH,DEST_BIN_LOCATION,VARCHAR2,200,,空
MESAPUSER,BSMM_STORE_SEARCH,RK_SUM,NUMBER,22,,空
MESAPUSER,BSMS_BPLZRB,RIQI,UNDEFINED,0,,空
MESAPUSER,BSMS_BPLZRB,BANZUMC,UNDEFINED,0,,空
MESAPUSER,BSMS_BPLZRB,BANCIMC,UNDEFINED,0,,空
MESAPUSER,BSMS_BPLZRB,BANZU,UNDEFINED,0,,空
MESAPUSER,BSMS_BPLZRB,BANCI,UNDEFINED,0,,空
MESAPUSER,BSMS_BPLZRB,LUCI,UNDEFINED,0,,空
MESAPUSER,BSMS_BPLZRB,LUZUO,UNDEFINED,0,,空
